Title,Category Path,Category,Category ID,Type,Category Level,Heading Level
What did you want in a partner?,Preschool > Childhood Reflection,Boy/Girlfriend,no match,Story,2,3
Friendship,Preschool > Childhood Reflection,Friendship,no match,Story,2,3
What friendships influenced you most?,Preschool > Childhood Reflection,Friendship,no match,Story,2,3
How did friendships change?,Preschool > Childhood Reflection,Friendship,no match,Story,2,3
Who remained close?,Preschool > Childhood Reflection,Friendship,no match,Story,2,3
What new friendships formed?,Preschool > Childhood Reflection,Friendship,no match,Story,2,3
How did you maintain connections?,Preschool > Childhood Reflection,Friendship,no match,Story,2,3
What activities did you share?,Preschool > Childhood Reflection,Friendship,no match,Story,2,3
Familyship,Preschool > Childhood Reflection,Familyship,no match,Story,2,3
"How did relationships change with mother, father, siblings?",Preschool > Childhood Reflection,Familyship,no match,Story,2,3
What role did you play in family?,Preschool > Childhood Reflection,Familyship,no match,Story,2,3
World & Politics,Preschool > Childhood Reflection,World & Politics,no match,Story,2,3
What world or political events influenced you?,Preschool > Childhood Reflection,World & Politics,no match,Story,2,3
Science & Technology,Preschool > Childhood Reflection,Science & Tenchology,no match,Story,2,3
What scientific or technological events influenced you?,Preschool > Childhood Reflection,Science & Tenchology,no match,Story,2,3
Economy & Business,Preschool > Childhood Reflection,Economy & Business,no match,Story,2,3
What economic or business events influenced you?,Preschool > Childhood Reflection,Economy & Business,no match,Story,2,3
"What societal or cultural events of elements of music, television, movies,
books, fashion influenced you?",Preschool > Childhood Reflection,Society & Culture,no match,Story,2,3
College Reflection,Adulthood > College,College,no match,Story,2,3
What challenges did you overcome?,Adulthood > College,College,no match,Story,2,3
What life lessons did you learn?,Adulthood > College,College,no match,Story,2,3
What mistakes taught you most?,Adulthood > College,College,no match,Story,2,3
What successes encouraged you?,Adulthood > College,College,no match,Story,2,3
How did your goals evolve?,Adulthood > College,College,no match,Story,2,3
"Popayan
Earthquake",Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
Bullfights,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
"Flower
Festival",Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
Silvia,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
How did you mentor others?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What wisdom did you share?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What achievements are you most proud of?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What would you do differently?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What advice would you give others?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What were your most important learnings?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
Did you ever have trouble at work?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What leadership roles did you take on?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
Who were influential mentors?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What professional challenges did you face?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What achievements are you most proud of?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What was your work culture like?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What was your management style?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
How did industry changes affect you?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What business travel occurred?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What international experience did you gain?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
How did technology change your work?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What major career decisions did you face?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
How did you make career choices?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What opportunities did you pursue/decline?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
How did you balance career and family?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What sacrifices did you make?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What risks did you take?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What career goals evolved?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
How did success affect you?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What opportunities arose?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What choices did you face?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
How did you make decisions?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What skills did you develop?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What roles did you take on?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What challenges did you overcome?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What achievements meant most?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What surprised you most?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
Who mentored you?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What mistakes did you make?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What successes did you have?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What disappointments did you have?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
Why did you change jobs?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What major decisions did you face?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What relationships proved most valuable?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What challenges did you overcome?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
How did you measure success?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
"What was something that was particularly
surprising to you when you had your first, second, third child?",Adulthood > Parenthood,Children,no match,Story,2,3
"How did you feel when your first, second,
third child was born?",Adulthood > Parenthood,Children,no match,Story,2,3
How did parenting influence you?,Adulthood > Parenthood,Children,no match,Story,2,3
What joys did you experience?,Adulthood > Parenthood,Children,no match,Story,2,3
How did your priorities change?,Adulthood > Parenthood,Children,no match,Story,2,3
What discipline approaches did you use?,Adulthood > Parenthood,Children,no match,Story,2,3
What family challenges arose?,Adulthood > Parenthood,Children,no match,Story,2,3
What family memories stand out?,Adulthood > Parenthood,Children,no match,Story,2,3
What was daily family life like?,Adulthood > Parenthood,Children,no match,Story,2,3
How did family relationships evolve?,Adulthood > Parenthood,Children,no match,Story,2,3
What family conflicts occurred?,Adulthood > Parenthood,Children,no match,Story,2,3
How did you resolve differences?,Adulthood > Parenthood,Children,no match,Story,2,3
What strengthened family bonds?,Adulthood > Parenthood,Children,no match,Story,2,3
What traditions became important?,Adulthood > Parenthood,Children,no match,Story,2,3
How did you maintain connections?,Adulthood > Parenthood,Children,no match,Story,2,3
Homes & Moves,Adulthood > Parenthood,Children,no match,Story,2,3
How did location affect family?,Adulthood > Parenthood,Children,no match,Story,2,3
What lifestyle priorities emerged?,Adulthood > Parenthood,Children,no match,Story,2,3
How did you spend free time?,Adulthood > Parenthood,Children,no match,Story,2,3
What hobbies did you pursue?,Adulthood > Parenthood,Children,no match,Story,2,3
What entertainment did you enjoy?,Adulthood > Parenthood,Children,no match,Story,2,3
What social activities mattered?,Adulthood > Parenthood,Children,no match,Story,2,3
How did you relax/recharge?,Adulthood > Parenthood,Children,no match,Story,2,3
What life balance did you seek?,Adulthood > Parenthood,Children,no match,Story,2,3
How did your worldview evolve?,Adulthood > Parenthood,Children,no match,Story,2,3
What values became important?,Adulthood > Parenthood,Children,no match,Story,2,3
What beliefs changed?,Adulthood > Parenthood,Children,no match,Story,2,3
What life lessons emerged?,Adulthood > Parenthood,Children,no match,Story,2,3
What principles guided you?,Adulthood > Parenthood,Children,no match,Story,2,3
Personal,Adulthood > Parenthood,Children,no match,Story,2,3
How did you grow during these years?,Adulthood > Parenthood,Children,no match,Story,2,3
What skills did you develop?,Adulthood > Parenthood,Children,no match,Story,2,3
What accomplishments meant most?,Adulthood > Parenthood,Children,no match,Story,2,3
How did you handle stress?,Adulthood > Parenthood,Children,no match,Story,2,3
What personal goals evolved?,Adulthood > Parenthood,Children,no match,Story,2,3
What lifestyle changes occurred?,Adulthood > Parenthood,Children,no match,Story,2,3
Relationships,Adulthood > Parenthood,Children,no match,Story,2,3
How did friendships change?,Adulthood > Parenthood,Children,no match,Story,2,3
What relationships deepened?,Adulthood > Parenthood,Children,no match,Story,2,3
What new connections formed?,Adulthood > Parenthood,Children,no match,Story,2,3
How did you maintain relationships?,Adulthood > Parenthood,Children,no match,Story,2,3
What relationship challenges arose?,Adulthood > Parenthood,Children,no match,Story,2,3
Who influenced you most?,Adulthood > Parenthood,Children,no match,Story,2,3
What relationship lessons emerged?,Adulthood > Parenthood,Children,no match,Story,2,3
Historical,Adulthood > Parenthood,Children,no match,Story,2,3
What historical events impacted you?,Adulthood > Parenthood,Children,no match,Story,2,3
How did society change?,Adulthood > Parenthood,Children,no match,Story,2,3
What technological advances occurred?,Adulthood > Parenthood,Children,no match,Story,2,3
What economic conditions affected you?,Adulthood > Parenthood,Children,no match,Story,2,3
What political changes mattered?,Adulthood > Parenthood,Children,no match,Story,2,3
What local changes occurred?,Adulthood > Parenthood,Children,no match,Story,2,3
Cultural,Adulthood > Parenthood,Children,no match,Story,2,3
What cultural shifts occurred?,Adulthood > Parenthood,Children,no match,Story,2,3
How did society evolve?,Adulthood > Parenthood,Children,no match,Story,2,3
What social issues mattered?,Adulthood > Parenthood,Children,no match,Story,2,3
How did entertainment change?,Adulthood > Parenthood,Children,no match,Story,2,3
What technology transformed life?,Adulthood > Parenthood,Children,no match,Story,2,3
What generational differences emerged?,Adulthood > Parenthood,Children,no match,Story,2,3
Personal,Adulthood > Parenthood,Children,no match,Story,2,3
What key moments shaped these years?,Adulthood > Parenthood,Children,no match,Story,2,3
What decisions had lasting impact?,Adulthood > Parenthood,Children,no match,Story,2,3
What changes surprised you?,Adulthood > Parenthood,Children,no match,Story,2,3
What remained constant?,Adulthood > Parenthood,Children,no match,Story,2,3
What defined this period?,Adulthood > Parenthood,Children,no match,Story,2,3
How did you grow/change?,Adulthood > Parenthood,Children,no match,Story,2,3
Adult Children,Adulthood > Parenthood,Children,no match,Story,2,3
How did relationships with adult children evolve?,Adulthood > Parenthood,Children,no match,Story,2,3
What role did you play in their lives?,Adulthood > Parenthood,Children,no match,Story,2,3
How did you support their growth?,Adulthood > Parenthood,Children,no match,Story,2,3
What joys did you experience?,Adulthood > Parenthood,Children,no match,Story,2,3
Grandchildren,Adulthood > Parenthood,Children,no match,Story,2,3
What was becoming a grandparent like?,Adulthood > Parenthood,Children,no match,Story,2,3
How do you connect with grandchildren?,Adulthood > Parenthood,Children,no match,Story,2,3
What role do you play in their lives?,Adulthood > Parenthood,Children,no match,Story,2,3
What traditions do you share?,Adulthood > Parenthood,Children,no match,Story,2,3
What values do you hope to pass on?,Adulthood > Parenthood,Children,no match,Story,2,3
What activities do you enjoy together?,Adulthood > Parenthood,Children,no match,Story,2,3
What lessons do you share?,Adulthood > Parenthood,Children,no match,Story,2,3
What legacy do you want to leave?,Adulthood > Parenthood,Children,no match,Story,2,3
Extended Family,Adulthood > Parenthood,Children,no match,Story,2,3
How have family relationships evolved?,Adulthood > Parenthood,Children,no match,Story,2,3
What family gatherings occur?,Adulthood > Parenthood,Children,no match,Story,2,3
Ho,Adulthood > Parenthood,Children,no match,Story,2,3
w do you maintain connections?,Adulthood > Parenthood,Children,no match,Story,2,3
What new traditions emerged?,Adulthood > Parenthood,Children,no match,Story,2,3
What family history do you share?,Adulthood > Parenthood,Children,no match,Story,2,3
How do you strengthen bonds?,Adulthood > Parenthood,Children,no match,Story,2,3
What family values endure?,Adulthood > Parenthood,Children,no match,Story,2,3
What legacy are you creating?,Adulthood > Parenthood,Children,no match,Story,2,3
What dreams remain?,Adulthood > The Future,Future,no match,Story,2,3
What goals inspire you?,Adulthood > The Future,Future,no match,Story,2,3
What changes do you seek?,Adulthood > The Future,Future,no match,Story,2,3
What adventures call?,Adulthood > The Future,Future,no match,Story,2,3
What possibilities excite?,Adulthood > The Future,Future,no match,Story,2,3
What legacy continues forming?,Adulthood > The Future,Future,no match,Story,2,3
What impact do you hope for?,Adulthood > The Future,Future,no match,Story,2,3
What matters for the future?,Adulthood > The Future,Future,no match,Story,2,3
What hopes for family future?,Adulthood > The Future,Future,no match,Story,2,3
What traditions should continue?,Adulthood > The Future,Future,no match,Story,2,3
What values should endure?,Adulthood > The Future,Future,no match,Story,2,3
What stories should be remembered?,Adulthood > The Future,Future,no match,Story,2,3
What wisdom should guide?,Adulthood > The Future,Future,no match,Story,2,3
What love should multiply?,Adulthood > The Future,Future,no match,Story,2,3
How do you prepare?,Adulthood > The Future,Future,no match,Story,2,3
What challenges do you anticipate?,Adulthood > The Future,Future,no match,Story,2,3
What opportunities do you see?,Adulthood > The Future,Future,no match,Story,2,3
What wisdom guides you?,Adulthood > The Future,Future,no match,Story,2,3
What joy sustains you?,Adulthood > The Future,Future,no match,Story,2,3
What love surrounds you?,Adulthood > The Future,Future,no match,Story,2,3
What were the most significant challenges you faced and the lessons learned?,Adulthood > Personal Reflection,Personal Reflection,no match,Reflection,2,3
How did goals change?,THEMES > Financial,Financial,no match,Story,2,3
What financial security meant?,THEMES > Financial,Financial,no match,Story,2,3
How did you balance spending/saving?,THEMES > Financial,Financial,no match,Story,2,3
What lifestyle choices affected finances?,THEMES > Financial,Financial,no match,Story,2,3
What financial worries existed?,THEMES > Financial,Financial,no match,Story,2,3
What financial freedom meant?,THEMES > Financial,Financial,no match,Story,2,3
How did you plan legacy?,THEMES > Financial,Financial,no match,Story,2,3
What major purchases occurred?,THEMES > Financial,Financial,no match,Story,2,3
How did you handle finances?,THEMES > Financial,Financial,no match,Story,2,3
What investment choices did you make?,THEMES > Financial,Financial,no match,Story,2,3
What financial challenges arose?,THEMES > Financial,Financial,no match,Story,2,3
How did you plan for future?,THEMES > Financial,Financial,no match,Story,2,3
What financial lessons did you learn?,THEMES > Financial,Financial,no match,Story,2,3
What risks did you take?,THEMES > Financial,Financial,no match,Story,2,3
How did wealth affect choices?,THEMES > Financial,Financial,no match,Story,2,3
Financial Management,THEMES > Financial,Financial,no match,Story,2,3
How did you budget?,THEMES > Financial,Financial,no match,Story,2,3
What savings strategies worked?,THEMES > Financial,Financial,no match,Story,2,3
What debt did you manage?,THEMES > Financial,Financial,no match,Story,2,3
How did you plan retirement?,THEMES > Financial,Financial,no match,Story,2,3
What financial advice helped?,THEMES > Financial,Financial,no match,Story,2,3
What mistakes taught you?,THEMES > Financial,Financial,no match,Story,2,3
What successes encouraged you?,THEMES > Financial,Financial,no match,Story,2,3
How did you teach children about money?,THEMES > Financial,Financial,no match,Story,2,3
"How
has music influenced your life?",THEMES > Music,Music,no match,Story,2,3
What was your most important decision?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
What decision did you worry about that didn�t matter?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
Drinks,THEMES > Miscellaneous > Favorites,Favorites,no match,Story,3,4
Best days,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
Worst Days,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
Difficult?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
How did you overcome?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
happiest/unhappiest,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
Fears,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
Loves,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
"What
was one of the toughest, easiest, best, worst parts about raising first,
second, third",THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
What makes you Scared?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
What makes you Happy?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
What makes you depressed?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
Who are your closest friends,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
What are your Strengths,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
"What simple pleasures of life do you truly
enjoy?",THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
"What successes/failures (mistakes) have you
made?",THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
What would you have done differently?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
"What is one of the craziest things that's
ever happened to you?",THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
"How has your life turned out differently
than you imagined it would?",THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
How has your worldview evolved?,THEMES > Reflection,World & Politics,no match,Story,2,3
What values remain constant?,THEMES > Reflection,Personal Reflection,no match,Reflection,2,3
What beliefs have changed?,THEMES > Reflection,Personal Reflection,no match,Reflection,2,3
What wisdom would you share?,THEMES > Reflection,Personal Reflection,no match,Reflection,2,3
What matters most now?,THEMES > Reflection,Personal Reflection,no match,Reflection,2,3
How do you define success?,THEMES > Reflection,Personal Reflection,no match,Reflection,2,3
What do you want to be remembered for?,THEMES > Legacy,Future,no match,Story,2,3
What values do you hope endure?,THEMES > Legacy,Future,no match,Story,2,3
What stories should be preserved?,THEMES > Legacy,Future,no match,Story,2,3
What wisdom should be shared?,THEMES > Legacy,Future,no match,Story,2,3
What traditions should continue?,THEMES > Legacy,Future,no match,Story,2,3
What impact do you hope to have?,THEMES > Legacy,Future,no match,Story,2,3
What dreams remain?,THEMES > Legacy,Future,no match,Story,2,3
What matters most?,THEMES > Legacy,Future,no match,Story,2,3
What risks paid off?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What principles guided choices?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What influenced decisions?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What wisdom surprised you?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What relationships matter most?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What joys sustain you?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What were your biggest lessons?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What would you do differently?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What choices proved best?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What challenges taught you most?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What wisdom surprised you?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What advice would you give?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What principles guide you?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What major changes have you witnessed?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
How has society evolved?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What progress encourages you?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What concerns remain?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What wisdom has history taught?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What cycles repeat?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What changes surprise?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
How has culture changed?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What values shifted?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What traditions endure?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What wisdom emerged?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What changes challenge?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What progress encourages?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What concerns remain?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What changes do you foresee?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What hopes do you hold?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What concerns you?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What wisdom might help?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What should endure?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What should change?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What matters most?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What political changes affected you?,THEMES > Historical Events,World & Politics,no match,Story,2,3
What economic conditions shaped choices?,THEMES > Historical Events,World & Politics,no match,Story,2,3
What technological changes occurred?,THEMES > Historical Events,World & Politics,no match,Story,2,3
Has Life been good to you?,THEMES > Blessings,Personal Reflection,no match,Reflection,2,3
What were your surpirses,THEMES > Blessings,Personal Reflection,no match,Reflection,2,3
What are your regrets?,THEMES > Blessings,Personal Reflection,no match,Reflection,2,3
What mistakes have you made?,THEMES > Blessings,Personal Reflection,no match,Reflection,2,3
What would you do differently?,THEMES > Blessings,Personal Reflection,no match,Reflection,2,3
"What advice would you give your 20, 30, 40, 50, 60 year old self?",THEMES > Advice,Personal Reflection,no match,Reflection,2,3
How have you become wiser?,THEMES > Advice,Personal Reflection,no match,Reflection,2,3
What are your thoughts on the issues of the day?,THEMES > Issues,World & Politics,no match,Story,2,3
Social and Cultural Topics,THEMES > Issues,World & Politics,no match,Story,2,3
Governance and Global Relations,THEMES > Issues,World & Politics,no match,Story,2,3
Toughest/easiest,"THEMES > My Children > William,
Elizabeth, and Caroline",Children,no match,Story,3,4
Science and Technology,The Decades > The 1960�s > Society & Culture,The 1960's,no match,Story,3,4
The 1970�s,The Decades,The Decades,no match,Story,1,2
